Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
13859.0,326,2,515.86,1,1,1,3,Hibernating
13860.0,1,5,1245.9,4,3,2,9,Loyal High-Value
13861.0,429,2,273.26,1,1,1,3,Hibernating
13862.0,18,9,2556.09,4,3,3,10,Champions
13863.0,248,4,1239.55,1,2,2,5,Needs Attention
13865.0,58,4,501.56,3,2,1,6,Promising
13867.0,31,3,1015.29,3,2,2,7,New Customers
13868.0,7,2,3192.54,4,1,3,8,New Customers
13869.0,123,10,8111.57,2,4,4,10,At Risk High-Value
13870.0,2,15,5712.08,4,4,4,12,Champions
13871.0,23,17,7885.85,3,4,4,11,Champions
13872.0,527,3,919.57,1,2,2,5,Needs Attention
13873.0,120,8,1038.92,2,3,2,7,Potential Loyalists
13874.0,358,7,2049.15,1,3,3,7,At Risk High-Value
13875.0,54,14,4814.37,3,4,4,11,Champions
13877.0,86,3,449.68,2,2,1,5,Hibernating
13878.0,55,4,2473.06,3,2,3,8,New Customers
13880.0,21,17,4391.66,3,4,4,11,Champions
13881.0,4,43,45179.1,4,4,4,12,Champions
13882.0,3,5,1191.13,4,3,2,9,Loyal High-Value
13883.0,11,15,6560.02,4,4,4,12,Champions
13884.0,7,10,1888.48,4,4,3,11,Champions
13885.0,189,2,506.8,2,1,1,4,Hibernating
13888.0,120,7,2169.05,2,3,3,8,At Risk High-Value
13889.0,93,6,1991.23,2,3,3,8,At Risk High-Value
13890.0,1,14,2927.38,4,4,3,11,Champions
13891.0,378,3,863.5600000000001,1,2,2,5,Needs Attention
13892.0,27,6,1267.6499999999999,3,3,2,8,Loyal High-Value
13894.0,24,3,564.62,3,2,1,6,Promising
13895.0,28,6,4008.52,3,3,4,10,Champions
13897.0,50,3,1160.72,3,2,2,7,New Customers
13898.0,326,2,686.4,1,1,1,3,Hibernating
13899.0,16,2,388.52,4,1,1,6,Promising
13900.0,183,6,1610.59,2,3,3,8,At Risk High-Value
13901.0,72,15,5676.34,2,4,4,10,At Risk High-Value
13902.0,632,5,34095.26,1,3,4,8,At Risk High-Value
13904.0,37,2,332.64,3,1,1,5,Promising
13908.0,80,4,2369.55,2,2,3,7,Potential Loyalists
13909.0,423,2,286.6,1,1,1,3,Hibernating
13911.0,57,20,4234.99,3,4,4,11,Champions
13914.0,12,2,626.45,4,1,1,6,Promising
13916.0,464,4,1275.81,1,2,2,5,Needs Attention
13917.0,50,2,272.04,3,1,1,5,Promising
13918.0,50,2,1212.8400000000001,3,1,2,6,New Customers
13919.0,59,4,1360.68,3,2,2,7,New Customers
13920.0,432,4,1774.68,1,2,3,6,Needs Attention
13921.0,402,4,730.7,1,2,2,5,Needs Attention
13922.0,352,3,865.2,1,2,2,5,Needs Attention
13924.0,2,6,1838.8500000000001,4,3,3,10,Champions
13925.0,93,4,678.25,2,2,1,5,Hibernating
13927.0,75,2,708.26,2,1,2,5,Needs Attention
13928.0,11,4,464.57,4,2,1,7,Promising
13929.0,169,11,3494.1,2,4,4,10,At Risk High-Value
13930.0,58,2,337.34,3,1,1,5,Promising
13931.0,96,11,5257.38,2,4,4,10,At Risk High-Value
13933.0,109,2,608.7900000000001,2,1,1,4,Hibernating
13935.0,597,3,6116.92,1,2,4,7,Needs Attention
13936.0,180,3,939.66,2,2,2,6,Potential Loyalists
13937.0,169,2,880.13,2,1,2,5,Needs Attention
13939.0,23,7,1560.96,3,3,3,9,Champions
13940.0,17,4,839.14,4,2,2,8,New Customers
13941.0,22,15,11122.300000000001,3,4,4,11,Champions
13945.0,395,2,854.15,1,1,2,4,Needs Attention
13946.0,79,6,1876.23,2,3,3,8,At Risk High-Value
13948.0,361,4,548.76,1,2,1,4,Hibernating
13949.0,3,6,2427.32,4,3,3,10,Champions
13950.0,11,4,745.06,4,2,2,8,New Customers
13951.0,176,3,674.45,2,2,1,5,Hibernating
13952.0,218,14,12823.521,2,4,4,10,At Risk High-Value
13953.0,7,12,6640.68,4,4,4,12,Champions
13954.0,2,2,439.92,4,1,1,6,Promising
13955.0,154,3,545.17,2,2,1,5,Hibernating
13956.0,5,5,1026.42,4,3,2,9,Loyal High-Value
13957.0,418,3,458.25,1,2,1,4,Hibernating
13958.0,380,8,4709.2300000000005,1,3,4,8,At Risk High-Value
13959.0,79,6,1076.18,2,3,2,7,Potential Loyalists
13960.0,21,2,230.22,3,1,1,5,Promising
13962.0,22,3,362.8,3,2,1,6,Promising
13963.0,308,17,3011.87,1,4,3,8,At Risk High-Value
13964.0,387,2,438.9,1,1,1,3,Hibernating
13965.0,477,3,996.61,1,2,2,5,Needs Attention
13967.0,146,2,166.3,2,1,1,4,Hibernating
13969.0,7,35,13365.87,4,4,4,12,Champions
13970.0,386,2,846.55,1,1,2,4,Needs Attention
13971.0,19,14,4667.57,4,4,4,12,Champions
13972.0,71,2,190.25,2,1,1,4,Hibernating
13974.0,49,2,677.72,3,1,1,5,Promising
13975.0,31,12,5358.84,3,4,4,11,Champions
13976.0,207,4,1192.36,2,2,2,6,Potential Loyalists
13978.0,15,2,196.79000000000002,4,1,1,6,Promising
13979.0,73,7,3416.23,2,3,4,9,At Risk High-Value
13980.0,60,5,799.92,3,3,2,8,Loyal High-Value
13982.0,39,9,4445.59,3,3,4,10,Champions
13983.0,30,21,7108.45,3,4,4,11,Champions
13984.0,27,12,2048.6,3,4,3,10,Champions
13985.0,4,22,10020.86,4,4,4,12,Champions
13987.0,380,2,682.54,1,1,1,3,Hibernating
13988.0,20,8,4757.8,3,3,4,10,Champions
13989.0,66,5,2026.06,2,3,3,8,At Risk High-Value
13991.0,12,6,855.97,4,3,2,9,Loyal High-Value
13992.0,30,3,219.5,3,2,1,6,Promising
13993.0,43,19,6775.71,3,4,4,11,Champions
13994.0,4,6,2313.14,4,3,3,10,Champions
13995.0,15,14,3902.01,4,4,4,12,Champions
13996.0,386,2,895.76,1,1,2,4,Needs Attention
13997.0,519,3,382.31,1,2,1,4,Hibernating
13998.0,447,3,566.7,1,2,1,4,Hibernating
13999.0,10,29,9502.26,4,4,4,12,Champions
14000.0,211,5,2046.3400000000001,2,3,3,8,At Risk High-Value
14001.0,46,9,4530.09,3,3,4,10,Champions
14002.0,134,2,529.73,2,1,1,4,Hibernating
14004.0,43,11,6258.45,3,4,4,11,Champions
14005.0,10,5,2874.72,4,3,3,10,Champions
14006.0,116,7,2196.67,2,3,3,8,At Risk High-Value
14009.0,198,3,1099.91,2,2,2,6,Potential Loyalists
14010.0,565,2,445.15,1,1,1,3,Hibernating
14011.0,480,2,457.82,1,1,1,3,Hibernating
14013.0,110,5,1084.57,2,3,2,7,Potential Loyalists
14014.0,77,3,1948.21,2,2,3,7,Potential Loyalists
14016.0,162,11,11403.41,2,4,4,10,At Risk High-Value
14019.0,47,3,1421.61,3,2,3,8,New Customers
14020.0,17,4,1249.01,4,2,2,8,New Customers
14021.0,155,7,1716.58,2,3,3,8,At Risk High-Value
14022.0,225,2,792.15,2,1,2,5,Needs Attention
14023.0,7,2,584.07,4,1,1,6,Promising
14024.0,122,3,645.74,2,2,1,5,Hibernating
14025.0,465,8,4057.9,1,3,4,8,At Risk High-Value
14026.0,471,2,713.11,1,1,2,4,Needs Attention
14028.0,550,3,10396.5,1,2,4,7,Needs Attention
14029.0,63,2,467.66,2,1,1,4,Hibernating
14030.0,18,20,8262.29,4,4,4,12,Champions
14031.0,7,44,40999.17,4,4,4,12,Champions
14032.0,2,16,4850.2699999999995,4,4,4,12,Champions
14034.0,22,3,651.8199999999999,3,2,1,6,Promising
14035.0,29,9,2856.72,3,3,3,9,Champions
14037.0,176,6,836.95,2,3,2,7,Potential Loyalists
14038.0,78,5,3069.88,2,3,3,8,At Risk High-Value
14039.0,33,2,267.28000000000003,3,1,1,5,Promising
14040.0,41,35,12645.57,3,4,4,11,Champions
14043.0,491,2,304.25,1,1,1,3,Hibernating
14044.0,27,10,3123.1,3,4,3,10,Champions
14045.0,109,16,11313.029999999999,2,4,4,10,At Risk High-Value
14047.0,9,14,4255.03,4,4,4,12,Champions
14048.0,305,3,748.69,1,2,2,5,Needs Attention
14049.0,17,13,13239.03,4,4,4,12,Champions
14050.0,32,2,746.36,3,1,2,6,New Customers
14051.0,1,37,22434.0,4,4,4,12,Champions
14052.0,20,2,480.81,3,1,1,5,Promising
14053.0,124,4,572.3,2,2,1,5,Hibernating
14055.0,106,3,1520.96,2,2,3,7,Potential Loyalists
14056.0,1,23,8214.65,4,4,4,12,Champions
14057.0,24,22,8408.84,3,4,4,11,Champions
14058.0,463,2,469.19,1,1,1,3,Hibernating
14060.0,5,30,9519.08,4,4,4,12,Champions
14061.0,507,3,917.4300000000001,1,2,2,5,Needs Attention
14062.0,10,24,25604.2,4,4,4,12,Champions
14063.0,438,9,22710.2,1,3,4,8,At Risk High-Value
14064.0,29,15,3332.42,3,4,4,11,Champions
14065.0,389,3,891.02,1,2,2,5,Needs Attention
14067.0,64,2,374.7,2,1,1,4,Hibernating
14068.0,320,4,1528.3700000000001,1,2,3,6,Needs Attention
14069.0,515,2,230.06,1,1,1,3,Hibernating
14071.0,4,8,1438.82,4,3,3,10,Champions
14075.0,5,6,1734.87,4,3,3,10,Champions
14077.0,41,6,615.0799999999999,3,3,1,7,Loyal High-Value
14078.0,102,9,1692.6299999999999,2,3,3,8,At Risk High-Value
14079.0,125,2,618.73,2,1,1,4,Hibernating
14080.0,33,5,1115.68,3,3,2,8,Loyal High-Value
14081.0,302,10,5370.1,1,4,4,9,At Risk High-Value
14082.0,365,2,413.36,1,1,1,3,Hibernating
14083.0,4,11,1407.26,4,4,3,11,Champions
14085.0,2,33,10104.97,4,4,4,12,Champions
14087.0,3,3,846.22,4,2,2,8,New Customers
14088.0,10,16,64036.8,4,4,4,12,Champions
14091.0,654,2,9530.08,1,1,4,6,Needs Attention
14092.0,8,24,7229.45,4,4,4,12,Champions
14096.0,4,17,65164.79,4,4,4,12,Champions
14097.0,481,2,422.85999999999996,1,1,1,3,Hibernating
14099.0,16,20,5765.71,4,4,4,12,Champions
14101.0,74,13,9961.93,2,4,4,10,At Risk High-Value
14102.0,5,5,1360.28,4,3,2,9,Loyal High-Value
14104.0,155,5,771.5799999999999,2,3,2,7,Potential Loyalists
14105.0,239,5,5988.83,1,3,4,8,At Risk High-Value
14107.0,52,11,4877.3,3,4,4,11,Champions
14108.0,31,4,1044.96,3,2,2,7,New Customers
14110.0,4,33,12987.95,4,4,4,12,Champions
14111.0,14,4,692.85,4,2,1,7,Promising
14112.0,23,13,5834.59,3,4,4,11,Champions
14113.0,4,16,7092.610000000001,4,4,4,12,Champions
14114.0,274,7,1364.09,1,3,2,6,Promising
14115.0,502,2,622.6700000000001,1,1,1,3,Hibernating
14116.0,20,5,1382.74,3,3,2,8,Loyal High-Value
14119.0,376,2,183.37,1,1,1,3,Hibernating
14121.0,4,4,2780.15,4,2,3,9,New Customers
14122.0,406,3,362.42,1,2,1,4,Hibernating
14125.0,11,3,2740.43,4,2,3,9,New Customers
14126.0,8,4,1172.46,4,2,2,8,New Customers
14127.0,123,6,1900.0800000000002,2,3,3,8,At Risk High-Value
14128.0,61,3,924.21,2,2,2,6,Potential Loyalists
14129.0,2,9,2591.34,4,3,3,10,Champions
14130.0,319,4,1882.67,1,2,3,6,Needs Attention
14132.0,2,11,3586.0299999999997,4,4,4,12,Champions
14133.0,130,4,911.14,2,2,2,6,Potential Loyalists
14134.0,383,15,11123.35,1,4,4,9,At Risk High-Value
14135.0,2,24,9643.92,4,4,4,12,Champions
14136.0,401,5,1570.81,1,3,3,7,At Risk High-Value
14138.0,2,2,982.3800000000001,4,1,2,7,New Customers
14139.0,46,4,1086.8,3,2,2,7,New Customers
14140.0,4,2,935.05,4,1,2,7,New Customers
14141.0,3,4,915.13,4,2,2,8,New Customers
14142.0,373,2,983.15,1,1,2,4,Needs Attention
14145.0,47,7,7600.05,3,3,4,10,Champions
14146.0,9,12,9450.3,4,4,4,12,Champions
14147.0,78,9,2590.2,2,3,3,8,At Risk High-Value
14148.0,234,2,466.29,1,1,1,3,Hibernating
14150.0,36,2,658.64,3,1,1,5,Promising
14151.0,673,2,679.45,1,1,1,3,Hibernating
14152.0,75,7,1997.3400000000001,2,3,3,8,At Risk High-Value
14154.0,239,8,6460.7,1,3,4,8,At Risk High-Value
14156.0,10,156,313946.37,4,4,4,12,Champions
14157.0,20,5,1002.78,3,3,2,8,Loyal High-Value
14159.0,20,20,7938.01,3,4,4,11,Champions
14160.0,610,7,8421.47,1,3,4,8,At Risk High-Value
14161.0,216,7,3318.88,2,3,4,9,At Risk High-Value
14162.0,174,2,289.36,2,1,1,4,Hibernating
14163.0,87,5,2594.62,2,3,3,8,At Risk High-Value
14164.0,71,2,1631.77,2,1,3,6,Needs Attention
14166.0,505,2,256.85,1,1,1,3,Hibernating
14167.0,39,8,1296.49,3,3,2,8,Loyal High-Value
14168.0,421,2,370.45,1,1,1,3,Hibernating
14169.0,431,2,624.4300000000001,1,1,1,3,Hibernating
14170.0,375,3,597.33,1,2,1,4,Hibernating
14171.0,98,2,498.79,2,1,1,4,Hibernating
14172.0,605,3,402.72,1,2,1,4,Hibernating
14173.0,11,6,586.0,4,3,1,8,Loyal High-Value
14175.0,60,8,7678.88,3,3,4,10,Champions
14176.0,297,5,916.01,1,3,2,6,Promising
14177.0,86,13,2229.34,2,4,3,9,At Risk High-Value
14178.0,9,7,1620.93,4,3,3,10,Champions
14179.0,41,2,719.78,3,1,2,6,New Customers
14180.0,11,33,6319.25,4,4,4,12,Champions
14181.0,411,2,310.55,1,1,1,3,Hibernating
14182.0,444,4,678.77,1,2,1,4,Hibernating
14183.0,411,2,286.29,1,1,1,3,Hibernating
14186.0,427,5,1550.63,1,3,3,7,At Risk High-Value
14188.0,31,6,2054.36,3,3,3,9,Champions
14189.0,2,16,5814.39,4,4,4,12,Champions
14191.0,2,15,4817.66,4,4,4,12,Champions
14193.0,68,3,1210.19,2,2,2,6,Potential Loyalists
14194.0,5,36,18670.59,4,4,4,12,Champions
14195.0,202,6,2615.6,2,3,3,8,At Risk High-Value
14198.0,18,9,1569.73,4,3,3,10,Champions
14199.0,218,4,1091.7,2,2,2,6,Potential Loyalists
14201.0,60,10,1193.54,3,4,2,9,Loyal High-Value
14202.0,381,3,847.76,1,2,2,5,Needs Attention
14204.0,2,4,1062.96,4,2,2,8,New Customers
14205.0,17,9,2414.2,4,3,3,10,Champions
14206.0,239,3,1185.01,1,2,2,5,Needs Attention
14208.0,95,2,567.05,2,1,1,4,Hibernating
14209.0,11,15,4993.27,4,4,4,12,Champions
14210.0,106,16,5861.52,2,4,4,10,At Risk High-Value
14211.0,53,18,4402.29,3,4,4,11,Champions
14212.0,90,2,2190.14,2,1,3,6,Needs Attention
14214.0,31,5,1004.38,3,3,2,8,Loyal High-Value
14215.0,12,9,3416.33,4,3,4,11,Champions
14216.0,3,5,2150.04,4,3,3,10,Champions
14217.0,2,23,3416.89,4,4,4,12,Champions
14219.0,4,3,633.83,4,2,1,7,Promising
14220.0,247,4,1515.0,1,2,3,6,Needs Attention
14221.0,42,17,6517.49,3,4,4,11,Champions
14223.0,92,3,991.13,2,2,2,6,Potential Loyalists
14224.0,110,9,1897.9,2,3,3,8,At Risk High-Value
14225.0,435,4,2037.02,1,2,3,6,Needs Attention
14226.0,29,6,3002.53,3,3,3,9,Champions
14227.0,26,15,6368.71,3,4,4,11,Champions
14228.0,438,3,745.5,1,2,2,5,Needs Attention
14229.0,52,7,2594.04,3,3,3,9,Champions
14230.0,436,3,979.8000000000001,1,2,2,5,Needs Attention
14231.0,184,4,1235.6200000000001,2,2,2,6,Potential Loyalists
14232.0,43,5,2048.07,3,3,3,9,Champions
14233.0,49,7,2904.27,3,3,3,9,Champions
14234.0,22,4,775.46,3,2,2,7,New Customers
14235.0,75,9,4717.99,2,3,4,9,At Risk High-Value
14236.0,81,5,1744.64,2,3,3,8,At Risk High-Value
14237.0,373,2,632.14,1,1,1,3,Hibernating
14238.0,326,3,434.23,1,2,1,4,Hibernating
14239.0,43,21,4263.17,3,4,4,11,Champions
14240.0,30,3,1247.49,3,2,2,7,New Customers
14241.0,184,2,333.70000000000005,2,1,1,4,Hibernating
14242.0,235,2,280.55,1,1,1,3,Hibernating
14243.0,9,17,7431.05,4,4,4,12,Champions
14245.0,220,2,1693.45,2,1,3,6,Needs Attention
14246.0,111,3,1474.06,2,2,3,7,Potential Loyalists
14247.0,278,5,772.66,1,3,2,6,Promising
14248.0,318,3,1032.95,1,2,2,5,Needs Attention
14249.0,411,12,5625.461,1,4,4,9,At Risk High-Value
14250.0,7,3,1904.05,4,2,3,9,New Customers
14251.0,2,5,2879.7000000000003,4,3,3,10,Champions
14253.0,493,2,363.40000000000003,1,1,1,3,Hibernating
14256.0,260,5,2473.9900000000002,1,3,3,7,At Risk High-Value
14257.0,64,9,5954.45,2,3,4,9,At Risk High-Value
14258.0,9,25,32051.34,4,4,4,12,Champions
14260.0,471,3,824.28,1,2,2,5,Needs Attention
14261.0,51,2,1163.45,3,1,2,6,New Customers
14262.0,8,8,2618.23,4,3,3,10,Champions
14264.0,155,6,1517.3600000000001,2,3,3,8,At Risk High-Value
14265.0,109,4,1373.35,2,2,2,6,Potential Loyalists
14267.0,163,3,1516.24,2,2,3,7,Potential Loyalists
14271.0,226,2,219.13,1,1,1,3,Hibernating
14272.0,74,4,920.81,2,2,2,6,Potential Loyalists
14273.0,51,4,559.97,3,2,1,6,Promising
14275.0,396,6,1189.3799999999999,1,3,2,6,Promising
14276.0,99,7,2102.68,2,3,3,8,At Risk High-Value
14277.0,15,9,17225.81,4,3,4,11,Champions
14279.0,521,2,191.86,1,1,1,3,Hibernating
14282.0,3,25,7849.66,4,4,4,12,Champions
14283.0,463,4,628.4399999999999,1,2,1,4,Hibernating
14284.0,31,3,1299.65,3,2,2,7,New Customers
14285.0,21,8,3284.42,3,3,4,10,Champions
14286.0,24,7,8479.76,3,3,4,10,Champions
14287.0,8,3,176.63,4,2,1,7,Promising
14289.0,9,6,911.26,4,3,2,9,Loyal High-Value
14290.0,11,8,4516.56,4,3,4,11,Champions
14291.0,2,23,7904.1,4,4,4,12,Champions
14292.0,8,16,9226.25,4,4,4,12,Champions
14293.0,3,9,3267.9300000000003,4,3,4,11,Champions
14295.0,40,5,2362.91,3,3,3,9,Champions
14296.0,421,2,456.40000000000003,1,1,1,3,Hibernating
14297.0,18,4,1305.33,4,2,2,8,New Customers
14298.0,8,82,91194.49,4,4,4,12,Champions
14299.0,8,27,14499.49,4,4,4,12,Champions
14301.0,117,4,1992.18,2,2,3,7,Potential Loyalists
14302.0,431,3,742.9000000000001,1,2,2,5,Needs Attention
14303.0,407,2,277.94,1,1,1,3,Hibernating
14304.0,223,3,1725.01,2,2,3,7,Potential Loyalists
14305.0,71,3,1858.96,2,2,3,7,Potential Loyalists
14306.0,51,6,3151.4,3,3,3,9,Champions
14307.0,89,10,5071.03,2,4,4,10,At Risk High-Value
14308.0,549,2,1147.02,1,1,2,4,Needs Attention
14309.0,8,11,3780.81,4,4,4,12,Champions
14311.0,243,2,516.45,1,1,1,3,Hibernating
14312.0,47,11,3090.29,3,4,3,10,Champions
14314.0,107,2,229.8,2,1,1,4,Hibernating
14315.0,45,8,3197.82,3,3,3,9,Champions
14316.0,422,5,1370.34,1,3,2,6,Promising
14320.0,207,5,1346.75,2,3,2,7,Potential Loyalists
14321.0,11,7,2218.06,4,3,3,10,Champions
14322.0,429,4,474.1,1,2,1,4,Hibernating
14323.0,115,2,605.0600000000001,2,1,1,4,Hibernating
14324.0,410,2,701.61,1,1,1,3,Hibernating
14326.0,242,3,940.98,1,2,2,5,Needs Attention
14327.0,163,6,1894.93,2,3,3,8,At Risk High-Value
14329.0,17,15,9927.22,4,4,4,12,Champions
14331.0,124,2,462.65999999999997,2,1,1,4,Hibernating
14332.0,23,5,1943.51,3,3,3,9,Champions
14334.0,17,12,4318.48,4,4,4,12,Champions
14335.0,16,2,468.26,4,1,1,6,Promising
14336.0,17,4,1614.91,4,2,3,9,New Customers
14338.0,161,3,928.1,2,2,2,6,Potential Loyalists
14339.0,243,2,620.27,1,1,1,3,Hibernating
14341.0,45,18,4467.32,3,4,4,11,Champions
14342.0,21,6,918.44,3,3,2,8,Loyal High-Value
14343.0,421,4,1088.91,1,2,2,5,Needs Attention
14344.0,127,20,3333.7000000000003,2,4,4,10,At Risk High-Value
14346.0,121,5,2315.75,2,3,3,8,At Risk High-Value
14350.0,274,3,972.03,1,2,2,5,Needs Attention
14352.0,157,4,1078.96,2,2,2,6,Potential Loyalists
14353.0,215,3,376.5,2,2,1,5,Hibernating
14354.0,6,2,163.62,4,1,1,6,Promising
14355.0,366,3,1014.45,1,2,2,5,Needs Attention
14356.0,80,2,701.23,2,1,1,4,Hibernating
14358.0,389,2,400.06,1,1,1,3,Hibernating
14359.0,19,3,912.18,4,2,2,8,New Customers
14360.0,32,4,2128.23,3,2,3,8,New Customers
14363.0,402,2,227.47000000000003,1,1,1,3,Hibernating
14364.0,109,8,3717.35,2,3,4,9,At Risk High-Value
14365.0,395,2,634.68,1,1,1,3,Hibernating
14367.0,8,16,9261.52,4,4,4,12,Champions
14369.0,642,2,469.13,1,1,1,3,Hibernating
14370.0,451,6,1175.78,1,3,2,6,Promising
14372.0,443,2,860.08,1,1,2,4,Needs Attention
14375.0,185,3,1132.99,2,2,2,6,Potential Loyalists
14377.0,191,2,617.05,2,1,1,4,Hibernating
14379.0,44,4,1268.91,3,2,2,7,New Customers
14381.0,52,2,631.34,3,1,1,5,Promising
14382.0,26,2,1246.8,3,1,2,6,New Customers
14383.0,38,3,1247.69,3,2,2,7,New Customers
14385.0,9,3,202.11,4,2,1,7,Promising
14387.0,33,3,1770.56,3,2,3,8,New Customers
14388.0,10,16,6701.0,4,4,4,12,Champions
14389.0,65,5,1898.01,2,3,3,8,At Risk High-Value
14390.0,10,13,6399.83,4,4,4,12,Champions
14395.0,2,20,8208.01,4,4,4,12,Champions
14396.0,65,7,2121.93,2,3,3,8,At Risk High-Value
14397.0,3,19,2612.96,4,4,3,11,Champions
14398.0,401,2,707.79,1,1,2,4,Needs Attention
14399.0,394,8,2113.16,1,3,3,7,At Risk High-Value
14400.0,149,3,1732.47,2,2,3,7,Potential Loyalists
14401.0,4,22,6795.9,4,4,4,12,Champions
14403.0,130,6,1880.51,2,3,3,8,At Risk High-Value
14404.0,34,13,2899.11,3,4,3,10,Champions
14407.0,107,6,2157.73,2,3,3,8,At Risk High-Value
14408.0,11,11,4109.77,4,4,4,12,Champions
14409.0,71,9,3756.09,2,3,4,9,At Risk High-Value
14410.0,92,11,2651.14,2,4,3,9,At Risk High-Value
14412.0,43,3,1426.19,3,2,3,8,New Customers
14413.0,362,4,770.37,1,2,2,5,Needs Attention
14414.0,92,8,2399.33,2,3,3,8,At Risk High-Value
14415.0,1,23,12091.6,4,4,4,12,Champions
14416.0,22,2,490.22,3,1,1,5,Promising
14418.0,4,3,1937.25,4,2,3,9,New Customers
14419.0,11,7,1260.91,4,3,2,9,Loyal High-Value
14420.0,99,4,1639.17,2,2,3,7,Potential Loyalists
14421.0,57,6,2469.37,3,3,3,9,Champions
14422.0,1,19,10271.52,4,4,4,12,Champions
14423.0,218,3,916.6099999999999,2,2,2,6,Potential Loyalists
14425.0,435,3,661.39,1,2,1,4,Hibernating
14426.0,24,17,11727.94,3,4,4,11,Champions
14427.0,50,4,1263.52,3,2,2,7,New Customers
14428.0,7,5,1244.83,4,3,2,9,Loyal High-Value
14430.0,512,3,1220.9,1,2,2,5,Needs Attention
14431.0,303,4,2614.2,1,2,3,6,Needs Attention
14432.0,10,6,2255.51,4,3,3,10,Champions
14434.0,22,6,1372.8,3,3,2,8,Loyal High-Value
14436.0,99,2,271.70000000000005,2,1,1,4,Hibernating
14437.0,366,5,958.84,1,3,2,6,Promising
14439.0,320,5,9443.04,1,3,4,8,At Risk High-Value
14440.0,8,13,6638.7300000000005,4,4,4,12,Champions
14441.0,1,11,4611.6900000000005,4,4,4,12,Champions
14442.0,205,7,5367.0199999999995,2,3,4,9,At Risk High-Value
14443.0,54,5,2386.47,3,3,3,9,Champions
14446.0,1,5,1241.31,4,3,2,9,Loyal High-Value
14447.0,19,6,1711.73,4,3,3,10,Champions
14448.0,9,2,375.35,4,1,1,6,Promising
14449.0,19,8,2482.8,4,3,3,10,Champions
14450.0,181,7,1128.44,2,3,2,7,Potential Loyalists
14451.0,60,12,3308.77,3,4,4,11,Champions
14452.0,11,4,665.59,4,2,1,7,Promising
14454.0,376,5,977.3,1,3,2,6,Promising
14455.0,432,4,628.21,1,2,1,4,Hibernating
14456.0,5,9,3062.4,4,3,3,10,Champions
14459.0,155,2,5375.741,2,1,4,7,Needs Attention
14460.0,110,9,1093.5,2,3,2,7,Potential Loyalists
14461.0,148,13,6713.5,2,4,4,10,At Risk High-Value
14462.0,66,12,2270.01,2,4,3,9,At Risk High-Value
14463.0,98,4,786.5699999999999,2,2,2,6,Potential Loyalists
14464.0,568,2,111.0,1,1,1,3,Hibernating
14465.0,247,11,3946.03,1,4,4,9,At Risk High-Value
14466.0,29,13,4646.9,3,4,4,11,Champions
14467.0,18,12,2220.9900000000002,4,4,3,11,Champions
14469.0,416,4,2112.21,1,2,3,6,Needs Attention
14470.0,12,3,712.04,4,2,2,8,New Customers
14471.0,591,2,400.95,1,1,1,3,Hibernating
14472.0,104,9,2228.22,2,3,3,8,At Risk High-Value
14473.0,74,2,234.34000000000003,2,1,1,4,Hibernating
14474.0,46,2,1278.08,3,1,2,6,New Customers
14475.0,72,4,1151.15,2,2,2,6,Potential Loyalists
14477.0,20,7,1969.6,3,3,3,9,Champions
14478.0,382,4,1276.66,1,2,2,5,Needs Attention
14479.0,254,4,1299.11,1,2,2,5,Needs Attention
14480.0,11,4,1299.52,4,2,2,8,New Customers
14481.0,165,5,2311.4900000000002,2,3,3,8,At Risk High-Value
14482.0,18,12,4357.91,4,4,4,12,Champions
14483.0,282,2,257.1,1,1,1,3,Hibernating
14484.0,50,4,1070.98,3,2,2,7,New Customers
14486.0,512,2,175.5,1,1,1,3,Hibernating
14487.0,27,7,1453.61,3,3,3,9,Champions
14489.0,207,4,1574.93,2,2,3,7,Potential Loyalists
14490.0,406,2,1273.47,1,1,2,4,Needs Attention
14491.0,175,2,468.13,2,1,1,4,Hibernating
14492.0,430,7,1921.91,1,3,3,7,At Risk High-Value
14493.0,7,10,5130.15,4,4,4,12,Champions
14494.0,26,3,401.46,3,2,1,6,Promising
14495.0,51,3,174.8,3,2,1,6,Promising
14496.0,312,7,2668.23,1,3,3,7,At Risk High-Value
14497.0,309,2,697.0600000000001,1,1,1,3,Hibernating
14498.0,43,10,3911.27,3,4,4,11,Champions
14499.0,26,7,2138.9700000000003,3,3,3,9,Champions
14500.0,88,3,356.85,2,2,1,5,Hibernating
14501.0,184,2,251.21,2,1,1,4,Hibernating
14502.0,20,11,2470.67,3,4,3,10,Champions
14503.0,3,6,3543.26,4,3,4,11,Champions
14504.0,47,4,673.26,3,2,1,6,Promising
14505.0,17,19,12001.84,4,4,4,12,Champions
14506.0,17,7,3290.67,4,3,4,11,Champions
14507.0,24,11,3284.43,3,4,4,11,Champions
14508.0,22,5,874.94,3,3,2,8,Loyal High-Value
14510.0,376,3,1007.28,1,2,2,5,Needs Attention
14511.0,11,5,1314.81,4,3,2,9,Loyal High-Value
14512.0,188,7,1223.47,2,3,2,7,Potential Loyalists
14513.0,101,6,788.01,2,3,2,7,Potential Loyalists
14514.0,61,9,4598.9800000000005,2,3,4,9,At Risk High-Value
14515.0,18,12,3749.2599999999998,4,4,4,12,Champions
14517.0,33,2,330.45,3,1,1,5,Promising
14519.0,684,2,206.09,1,1,1,3,Hibernating
